timestamp,iterasi_ke,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-05 15:50:46,1,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 15:50:46,1,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 15:50:46,1,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 15:50:46,1,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 15:50:46,1,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-05 15:50:50,2,no_attack,1,1.012000,1.012000,169.241379,169.241379,1.050041,1,1
2026-05-05 15:50:50,2,no_attack,2,0.977000,0.977000,330.241379,330.241379,1.050000,1,1
2026-05-05 15:50:50,2,no_attack,3,1.022000,1.022000,653.275862,653.275862,1.040516,1,1
2026-05-05 15:50:50,2,no_attack,4,1.039000,1.039000,210.586207,210.586207,1.037750,1,1
2026-05-05 15:50:50,2,no_attack,5,0.992000,0.992000,176.655172,176.655172,1.039604,1,1
2026-05-05 15:50:54,3,no_attack,1,0.971000,0.971000,553.586207,553.586207,1.048815,1,1
2026-05-05 15:50:54,3,no_attack,2,0.952000,0.952000,319.310345,319.310345,1.048505,1,1
2026-05-05 15:50:54,3,no_attack,3,1.014000,1.014000,559.793103,559.793103,1.040398,1,1
2026-05-05 15:50:54,3,no_attack,4,0.972000,0.972000,619.344828,619.344828,1.039671,1,1
2026-05-05 15:50:54,3,no_attack,5,1.030000,1.030000,152.758621,152.758621,1.041386,1,1
2026-05-05 15:50:58,4,no_attack,1,1.030000,1.030000,664.724138,664.724138,1.045332,1,1
2026-05-05 15:50:58,4,no_attack,2,0.984000,0.984000,275.551724,275.551724,1.047428,1,1
2026-05-05 15:50:58,4,no_attack,3,1.045000,1.045000,391.379310,391.379310,1.040190,1,1
2026-05-05 15:50:58,4,no_attack,4,0.959000,0.959000,235.931034,235.931034,1.039281,1,1
2026-05-05 15:50:58,4,no_attack,5,1.034000,1.034000,592.448276,592.448276,1.041295,1,1
2026-05-05 15:51:02,5,no_attack,1,1.030000,1.030000,688.034483,688.034483,1.041897,1,1
2026-05-05 15:51:02,5,no_attack,2,1.002000,1.002000,891.586207,891.586207,1.046925,1,1
2026-05-05 15:51:02,5,no_attack,3,0.987000,0.987000,580.689655,580.689655,1.040353,1,1
2026-05-05 15:51:02,5,no_attack,4,1.032000,1.032000,604.413793,604.413793,1.039308,1,1
2026-05-05 15:51:02,5,no_attack,5,1.036000,1.036000,572.241379,572.241379,1.040774,1,1
2026-05-05 15:51:06,6,no_attack,1,1.030000,1.030000,688.034483,688.034483,1.039077,1,1
2026-05-05 15:51:06,6,no_attack,2,1.002000,1.002000,891.586207,891.586207,1.042631,1,1
2026-05-05 15:51:06,6,no_attack,3,0.987000,0.987000,580.689655,580.689655,1.038156,1,1
2026-05-05 15:51:06,6,no_attack,4,1.032000,1.032000,604.413793,604.413793,1.036982,1,1
2026-05-05 15:51:06,6,no_attack,5,1.036000,1.036000,572.241379,572.241379,1.038467,1,1
2026-05-05 15:51:10,7,no_attack,1,1.020000,1.020000,183.724138,183.724138,1.037139,1,1
2026-05-05 15:51:10,7,no_attack,2,0.972000,0.972000,383.724138,383.724138,1.039362,1,1
2026-05-05 15:51:10,7,no_attack,3,0.957000,0.957000,344.586207,344.586207,1.035885,1,1
2026-05-05 15:51:10,7,no_attack,4,0.960000,0.960000,379.724138,379.724138,1.034422,1,1
2026-05-05 15:51:10,7,no_attack,5,1.012000,1.012000,425.068966,425.068966,1.035957,1,1
2026-05-05 15:51:14,8,no_attack,1,0.987000,0.987000,316.448276,316.448276,1.040242,1,1
2026-05-05 15:51:14,8,no_attack,2,0.976000,0.976000,887.689655,887.689655,1.041241,1,1
2026-05-05 15:51:14,8,no_attack,3,1.014000,1.014000,608.172414,608.172414,1.037107,1,1
2026-05-05 15:51:14,8,no_attack,4,0.967000,0.967000,732.793103,732.793103,1.035219,1,1
2026-05-05 15:51:14,8,no_attack,5,0.966000,0.966000,457.379310,457.379310,1.036729,1,1
2026-05-05 15:51:18,9,no_attack,1,1.048000,1.048000,610.827586,610.827586,1.040922,1,1
2026-05-05 15:51:18,9,no_attack,2,1.004000,1.004000,670.931034,670.931034,1.038689,1,1
2026-05-05 15:51:18,9,no_attack,3,1.034000,1.034000,719.758621,719.758621,1.034997,1,1
2026-05-05 15:51:18,9,no_attack,4,0.972000,0.972000,181.965517,181.965517,1.032981,1,1
2026-05-05 15:51:18,9,no_attack,5,0.981000,0.981000,363.482759,363.482759,1.034790,1,1
2026-05-05 15:51:22,10,no_attack,1,0.971000,0.971000,897.724138,897.724138,1.039156,1,1
2026-05-05 15:51:22,10,no_attack,2,1.037000,1.037000,378.310345,378.310345,1.038576,1,1
2026-05-05 15:51:22,10,no_attack,3,1.014000,1.014000,447.379310,447.379310,1.035305,1,1
2026-05-05 15:51:22,10,no_attack,4,1.041000,1.041000,482.551724,482.551724,1.035682,1,1
2026-05-05 15:51:22,10,no_attack,5,0.976000,0.976000,348.862069,348.862069,1.037126,1,1
2026-05-05 15:51:26,11,no_attack,1,0.971000,0.971000,897.724138,897.724138,1.036273,1,1
2026-05-05 15:51:26,11,no_attack,2,1.037000,1.037000,378.310345,378.310345,1.040059,1,1
2026-05-05 15:51:26,11,no_attack,3,1.014000,1.014000,447.379310,447.379310,1.036277,1,1
2026-05-05 15:51:26,11,no_attack,4,1.041000,1.041000,482.551724,482.551724,1.035753,1,1
2026-05-05 15:51:26,11,no_attack,5,0.976000,0.976000,348.862069,348.862069,1.037343,1,1
2026-05-05 15:51:30,12,no_attack,1,1.006000,1.006000,350.793103,350.793103,1.034344,1,1
2026-05-05 15:51:30,12,no_attack,2,1.008000,1.008000,830.344828,830.344828,1.040993,1,1
2026-05-05 15:51:30,12,no_attack,3,0.989000,0.989000,323.068966,323.068966,1.036887,1,1
2026-05-05 15:51:30,12,no_attack,4,1.049000,1.049000,515.551724,515.551724,1.035779,1,1
2026-05-05 15:51:30,12,no_attack,5,0.959000,0.959000,196.517241,196.517241,1.037463,1,1
2026-05-05 15:51:34,13,no_attack,1,0.960000,0.960000,656.793103,656.793103,1.034344,1,1
2026-05-05 15:51:34,13,no_attack,2,1.029000,1.029000,461.068966,461.068966,1.040993,1,1
2026-05-05 15:51:34,13,no_attack,3,0.956000,0.956000,463.862069,463.862069,1.036887,1,1
2026-05-05 15:51:34,13,no_attack,4,1.049000,1.049000,529.862069,529.862069,1.035779,1,1
2026-05-05 15:51:34,13,no_attack,5,1.047000,1.047000,772.724138,772.724138,1.037463,1,1
2026-05-05 15:51:38,14,no_attack,1,0.951000,0.951000,738.344828,738.344828,1.034805,1,1
2026-05-05 15:51:38,14,no_attack,2,1.018000,1.018000,552.103448,552.103448,1.040716,1,1
2026-05-05 15:51:38,14,no_attack,3,0.976000,0.976000,656.758621,656.758621,1.035941,1,1
2026-05-05 15:51:38,14,no_attack,4,0.961000,0.961000,503.724138,503.724138,1.033220,1,1
2026-05-05 15:51:38,14,no_attack,5,0.995000,0.995000,884.172414,884.172414,1.034695,1,1
2026-05-05 15:51:42,15,no_attack,1,1.037000,1.037000,340.655172,340.655172,1.034470,1,1
2026-05-05 15:51:42,15,no_attack,2,1.000000,1.000000,288.793103,288.793103,1.039637,1,1
2026-05-05 15:51:42,15,no_attack,3,1.041000,1.041000,784.206897,784.206897,1.034384,1,1
2026-05-05 15:51:42,15,no_attack,4,0.979000,0.979000,653.068966,653.068966,1.031352,1,1
2026-05-05 15:51:42,15,no_attack,5,1.010000,1.010000,266.206897,266.206897,1.032538,1,1
2026-05-05 15:51:46,16,no_attack,1,1.026000,1.026000,549.551724,549.551724,1.037226,1,1
2026-05-05 15:51:46,16,no_attack,2,1.027000,1.027000,541.965517,541.965517,1.040840,1,1
2026-05-05 15:51:46,16,no_attack,3,0.950000,0.950000,420.827586,420.827586,1.034238,1,1
