timestamp,iterasi_ke,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-07 23:31:24,1,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-07 23:31:24,1,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-07 23:31:24,1,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-07 23:31:24,1,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-07 23:31:24,1,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-07 23:31:28,2,no_attack,1,1.012000,1.012000,169.241379,169.241379,1.050041,1,1
2026-05-07 23:31:28,2,no_attack,2,0.977000,0.977000,330.241379,330.241379,1.050000,1,1
2026-05-07 23:31:28,2,no_attack,3,1.022000,1.022000,653.275862,653.275862,1.040516,1,1
2026-05-07 23:31:28,2,no_attack,4,1.039000,1.039000,210.586207,210.586207,1.037750,1,1
2026-05-07 23:31:28,2,no_attack,5,0.992000,0.992000,176.655172,176.655172,1.039604,1,1
2026-05-07 23:31:32,3,no_attack,1,0.971000,0.971000,553.586207,553.586207,1.048815,1,1
2026-05-07 23:31:32,3,no_attack,2,0.952000,0.952000,319.310345,319.310345,1.048505,1,1
2026-05-07 23:31:32,3,no_attack,3,1.014000,1.014000,559.793103,559.793103,1.040398,1,1
2026-05-07 23:31:32,3,no_attack,4,0.972000,0.972000,619.344828,619.344828,1.039671,1,1
2026-05-07 23:31:32,3,no_attack,5,1.030000,1.030000,152.758621,152.758621,1.041386,1,1
2026-05-07 23:31:36,4,no_attack,1,1.030000,1.030000,664.724138,664.724138,1.045332,1,1
2026-05-07 23:31:36,4,no_attack,2,0.984000,0.984000,275.551724,275.551724,1.047428,1,1
2026-05-07 23:31:36,4,no_attack,3,1.045000,1.045000,391.379310,391.379310,1.040190,1,1
2026-05-07 23:31:36,4,no_attack,4,0.959000,0.959000,235.931034,235.931034,1.039281,1,1
2026-05-07 23:31:36,4,no_attack,5,1.034000,1.034000,592.448276,592.448276,1.041295,1,1
2026-05-07 23:31:40,5,no_attack,1,1.030000,1.030000,688.034483,688.034483,1.041897,1,1
2026-05-07 23:31:40,5,no_attack,2,1.002000,1.002000,891.586207,891.586207,1.046925,1,1
2026-05-07 23:31:40,5,no_attack,3,0.987000,0.987000,580.689655,580.689655,1.040353,1,1
2026-05-07 23:31:40,5,no_attack,4,1.032000,1.032000,604.413793,604.413793,1.039308,1,1
2026-05-07 23:31:40,5,no_attack,5,1.036000,1.036000,572.241379,572.241379,1.040774,1,1
2026-05-07 23:31:44,6,no_attack,1,1.030000,1.030000,688.034483,688.034483,1.039077,1,1
2026-05-07 23:31:44,6,no_attack,2,1.002000,1.002000,891.586207,891.586207,1.042631,1,1
2026-05-07 23:31:44,6,no_attack,3,0.987000,0.987000,580.689655,580.689655,1.038156,1,1
2026-05-07 23:31:44,6,no_attack,4,1.032000,1.032000,604.413793,604.413793,1.036982,1,1
2026-05-07 23:31:44,6,no_attack,5,1.036000,1.036000,572.241379,572.241379,1.038467,1,1
2026-05-07 23:31:48,7,no_attack,1,1.020000,1.020000,183.724138,183.724138,1.037139,1,1
2026-05-07 23:31:48,7,no_attack,2,0.972000,0.972000,383.724138,383.724138,1.039362,1,1
2026-05-07 23:31:48,7,no_attack,3,0.957000,0.957000,344.586207,344.586207,1.035885,1,1
2026-05-07 23:31:48,7,no_attack,4,0.960000,0.960000,379.724138,379.724138,1.034422,1,1
2026-05-07 23:31:48,7,no_attack,5,1.012000,1.012000,425.068966,425.068966,1.035957,1,1
2026-05-07 23:31:52,8,no_attack,1,0.987000,0.987000,316.448276,316.448276,1.040242,1,1
2026-05-07 23:31:52,8,no_attack,2,0.976000,0.976000,887.689655,887.689655,1.041241,1,1
2026-05-07 23:31:52,8,no_attack,3,1.014000,1.014000,608.172414,608.172414,1.037107,1,1
2026-05-07 23:31:52,8,no_attack,4,0.967000,0.967000,732.793103,732.793103,1.035219,1,1
2026-05-07 23:31:52,8,no_attack,5,0.966000,0.966000,457.379310,457.379310,1.036729,1,1
2026-05-07 23:31:56,9,no_attack,1,1.048000,1.048000,610.827586,610.827586,1.040922,1,1
2026-05-07 23:31:56,9,no_attack,2,1.004000,1.004000,670.931034,670.931034,1.038689,1,1
2026-05-07 23:31:56,9,no_attack,3,1.034000,1.034000,719.758621,719.758621,1.034997,1,1
2026-05-07 23:31:56,9,no_attack,4,0.972000,0.972000,181.965517,181.965517,1.032981,1,1
2026-05-07 23:31:56,9,no_attack,5,0.981000,0.981000,363.482759,363.482759,1.034790,1,1
2026-05-07 23:32:00,10,no_attack,1,0.971000,0.971000,897.724138,897.724138,1.040922,1,1
2026-05-07 23:32:00,10,no_attack,2,1.037000,1.037000,378.310345,378.310345,1.038689,1,1
2026-05-07 23:32:00,10,no_attack,3,1.014000,1.014000,447.379310,447.379310,1.034997,1,1
2026-05-07 23:32:00,10,no_attack,4,1.041000,1.041000,482.551724,482.551724,1.032981,1,1
